"Date/Time","Year","Month","Day","Time","Temp","Weather"
"2012-01-17 05:00","2012","01","17","05:00","-26.0","Clear"
"2012-01-17 06:00","2012","01","17","06:00","-25.8","Clear"
"2012-01-17 07:00","2012","01","17","07:00","-25.0","Snow"
"2012-01-17 08:00","2012","01","17","08:00","-25.6","Mainly Clear"
"2012-01-17 09:00","2012","01","17","09:00","-24.5","Snow"
"2012-01-17 10:00","2012","01","17","10:00","-24.3","Snow"
"2012-01-17 11:00","2012","01","17","11:00","-24.6","Mainly Clear"
"2012-01-17 12:00","2012","01","17","12:00","-24.5","Mainly Clear"
"2012-01-17 13:00","2012","01","17","13:00","-24.2","Mainly Clear"
"2012-01-17 14:00","2012","01","17","14:00","-24.1","Mainly Clear"
"2012-01-17 15:00","2012","01","17","15:00","-24.3","Clear"
"2012-01-17 16:00","2012","01","17","16:00","-25.0","Mostly Cloudy"
"2012-01-17 17:00","2012","01","17","17:00","-25.3","Mostly Cloudy"
"2012-01-17 18:00","2012","01","17","18:00","-25.2","Snow"
"2012-01-17 19:00","2012","01","17","19:00","-25.1","Snow"
"2012-01-17 20:00","2012","01","17","20:00","-25.3","Snow"
"2012-01-17 21:00","2012","01","17","21:00","-25.3","Snow"
"2012-01-17 22:00","2012","01","17","22:00","-25.1","Snow"
"2012-01-17 23:00","2012","01","17","23:00","-25.6","Mostly Cloudy"
"2012-01-18 00:00","2012","01","18","00:00","-26.8","Snow"
"2012-01-18 01:00","2012","01","18","01:00","-27.0","Mostly Cloudy"
"2012-01-18 02:00","2012","01","18","02:00","-25.4","Ice Crystals"
"2012-01-18 03:00","2012","01","18","03:00","-25.3","Cloudy"
"2012-01-18 04:00","2012","01","18","04:00","",""
"2012-01-18 05:00","2012","01","18","05:00","-25.4","Snow"
"2012-01-18 06:00","2012","01","18","06:00","-25.4","Snow"
"2012-01-18 07:00","2012","01","18","07:00","-25.2","Snow"
"2012-01-18 08:00","2012","01","18","08:00","-25.1","Snow"
"2012-01-18 09:00","2012","01","18","09:00","-25.1","Snow"
"2012-01-18 10:00","2012","01","18","10:00","-25.0","Snow"
"2012-01-18 11:00","2012","01","18","11:00","-25.0","Snow"
"2012-01-18 12:00","2012","01","18","12:00","-24.9","Snow"
"2012-01-18 13:00","2012","01","18","13:00","-24.8","Snow"
"2012-01-18 14:00","2012","01","18","14:00","-24.6","Snow"
"2012-01-18 15:00","2012","01","18","15:00","-24.5","Snow"
"2012-01-18 16:00","2012","01","18","16:00","-24.4","Snow"
"2012-01-18 17:00","2012","01","18","17:00","-27.0","Mainly Clear"
"2012-01-18 18:00","2012","01","18","18:00","-27.1","Clear"
"2012-01-18 19:00","2012","01","18","19:00","-27.8","Clear"
"2012-01-18 20:00","2012","01","18","20:00","-28.3","Clear"
"2012-01-18 21:00","2012","01","18","21:00","-28.6","Clear"
"2012-01-18 22:00","2012","01","18","22:00","-28.5","Clear"
"2012-01-18 23:00","2012","01","18","23:00","-28.7","Clear"
"2012-01-19 00:00","2012","01","19","00:00","-27.8","Clear"
"2012-01-19 01:00","2012","01","19","01:00","-27.9","Clear"
"2012-01-19 02:00","2012","01","19","02:00","-27.8","Clear"
"2012-01-19 03:00","2012","01","19","03:00","-26.9","Clear"
"2012-01-19 04:00","2012","01","19","04:00","-27.4","Clear"
"2012-01-19 05:00","2012","01","19","05:00","-27.2","Clear"
"2012-01-19 06:00","2012","01","19","06:00","-27.8","Clear"
"2012-01-19 07:00","2012","01","19","07:00","-27.5","Clear"
"2012-01-19 08:00","2012","01","19","08:00","-27.9","Clear"
"2012-01-19 09:00","2012","01","19","09:00","-27.6","Clear"
"2012-01-19 10:00","2012","01","19","10:00","-26.4","Clear"
"2012-01-19 11:00","2012","01","19","11:00","-25.7","Clear"
"2012-01-19 12:00","2012","01","19","12:00","-24.8","Clear"
"2012-01-19 13:00","2012","01","19","13:00","-23.7","Clear"
"2012-01-19 14:00","2012","01","19","14:00","-22.6","Clear"
"2012-01-19 15:00","2012","01","19","15:00","-21.9","Clear"
"2012-01-19 16:00","2012","01","19","16:00","-21.6","Clear"
"2012-01-19 17:00","2012","01","19","17:00","-22.9","Clear"
"2012-01-19 18:00","2012","01","19","18:00","-24.0","Clear"
"2012-01-19 19:00","2012","01","19","19:00","-23.8","Clear"
"2012-01-19 20:00","2012","01","19","20:00","-23.5","Clear"
"2012-01-19 21:00","2012","01","19","21:00","-24.0","Clear"
"2012-01-19 22:00","2012","01","19","22:00","-23.6","Clear"
"2012-01-19 23:00","2012","01","19","23:00","-24.4","Clear"
"2012-01-20 00:00","2012","01","20","00:00","-24.1","Clear"
"2012-01-20 01:00","2012","01","20","01:00","-24.0","Clear"
"2012-01-20 02:00","2012","01","20","02:00","-23.6","Clear"
"2012-01-20 03:00","2012","01","20","03:00","-24.1","Clear"
"2012-01-20 04:00","2012","01","20","04:00","-24.2","Clear"
"2012-01-20 05:00","2012","01","20","05:00","-24.9","Clear"
"2012-01-20 06:00","2012","01","20","06:00","-25.5","Clear"
"2012-01-20 07:00","2012","01","20","07:00","-26.4","Clear"
"2012-01-20 08:00","2012","01","20","08:00","-26.5","Clear"
"2012-01-20 09:00","2012","01","20","09:00","-25.8","Clear"
"2012-01-20 10:00","2012","01","20","10:00","-24.6","Clear"
"2012-01-20 11:00","2012","01","20","11:00","-23.2","Clear"
"2012-01-20 12:00","2012","01","20","12:00","-22.1","Mainly Clear"
"2012-01-20 13:00","2012","01","20","13:00","-19.8","Mainly Clear"
"2012-01-20 14:00","2012","01","20","14:00","-19.9","Mainly Clear"
"2012-01-20 15:00","2012","01","20","15:00","-19.7","Mainly Clear"
"2012-01-20 16:00","2012","01","20","16:00","-19.2","Mainly Clear"
"2012-01-20 17:00","2012","01","20","17:00","-19.7","Clear"
"2012-01-20 18:00","2012","01","20","18:00","-21.6","Clear"
"2012-01-20 19:00","2012","01","20","19:00","-22.1","Clear"
"2012-01-20 20:00","2012","01","20","20:00","-21.8","Clear"
"2012-01-20 21:00","2012","01","20","21:00","-21.5","Clear"
"2012-01-20 22:00","2012","01","20","22:00","-21.5","Clear"
"2012-01-20 23:00","2012","01","20","23:00","-22.6","Mainly Clear"
"2012-01-21 00:00","2012","01","21","00:00","-22.7","Mainly Clear"
"2012-01-21 01:00","2012","01","21","01:00","-24.2","Clear"
"2012-01-21 02:00","2012","01","21","02:00","-24.2","Clear"
"2012-01-21 03:00","2012","01","21","03:00","-24.7","Clear"
"2012-01-21 04:00","2012","01","21","04:00","-24.1","Mainly Clear"
"2012-01-21 05:00","2012","01","21","05:00","-24.3","Mainly Clear"
"2012-01-21 06:00","2012","01","21","06:00","-21.2","Mostly Cloudy"
"2012-01-21 07:00","2012","01","21","07:00","-19.5","Cloudy"
"2012-01-21 08:00","2012","01","21","08:00","-18.4","Cloudy"
"2012-01-21 09:00","2012","01","21","09:00","-17.7","Snow"
"2012-01-21 10:00","2012","01","21","10:00","-17.1","Snow"
"2012-01-21 11:00","2012","01","21","11:00","-16.3","Snow"
"2012-01-21 12:00","2012","01","21","12:00","-16.0","Snow"
"2012-01-21 13:00","2012","01","21","13:00","-15.1","Snow"
"2012-01-21 14:00","2012","01","21","14:00","-14.2","Snow"
"2012-01-21 15:00","2012","01","21","15:00","-13.7","Cloudy"
"2012-01-21 16:00","2012","01","21","16:00","-13.1","Cloudy"
"2012-01-21 17:00","2012","01","21","17:00","-12.8","Cloudy"
"2012-01-21 18:00","2012","01","21","18:00","-12.8","Cloudy"
"2012-01-21 19:00","2012","01","21","19:00","-12.8","Snow"
"2012-01-21 20:00","2012","01","21","20:00","-12.6","Snow"
"2012-01-21 21:00","2012","01","21","21:00","-12.4","Snow"
"2012-01-21 22:00","2012","01","21","22:00","-11.7","Snow"
"2012-01-21 23:00","2012","01","21","23:00","-11.2","Snow"
"2012-01-22 00:00","2012","01","22","00:00","-10.8","Snow"
"2012-01-22 01:00","2012","01","22","01:00","-10.6","Snow"
"2012-01-22 02:00","2012","01","22","02:00","-10.4","Snow"
"2012-01-22 03:00","2012","01","22","03:00","-10.0","Cloudy"
"2012-01-22 04:00","2012","01","22","04:00","-9.8","Cloudy"
"2012-01-22 05:00","2012","01","22","05:00","-9.4","Cloudy"
"2012-01-22 06:00","2012","01","22","06:00","-8.8","Cloudy"
"2012-01-22 07:00","2012","01","22","07:00","-8.5","Cloudy"
"2012-01-22 08:00","2012","01","22","08:00","-8.2","Cloudy"
"2012-01-22 09:00","2012","01","22","09:00","-7.9","Cloudy"
"2012-01-22 10:00","2012","01","22","10:00","-7.4","Cloudy"
"2012-01-22 11:00","2012","01","22","11:00","-7.0","Cloudy"
"2012-01-22 12:00","2012","01","22","12:00","-6.4","Cloudy"
"2012-01-22 13:00","2012","01","22","13:00","-5.7","Cloudy"
"2012-01-22 14:00","2012","01","22","14:00","-5.2","Cloudy"
"2012-01-22 15:00","2012","01","22","15:00","-4.9","Cloudy"
"2012-01-22 16:00","2012","01","22","16:00","-5.0","Cloudy"
"2012-01-22 17:00","2012","01","22","17:00","-6.2","Cloudy"
"2012-01-22 18:00","2012","01","22","18:00","-6.5","Cloudy"
"2012-01-22 19:00","2012","01","22","19:00","-6.7","Cloudy"
"2012-01-22 20:00","2012","01","22","20:00","-7.2","Snow"
"2012-01-22 21:00","2012","01","22","21:00","-7.7","Fog"
"2012-01-22 22:00","2012","01","22","22:00","-7.8","Fog"
"2012-01-22 23:00","2012","01","22","23:00","-8.0","Fog"
"2012-01-23 00:00","2012","01","23","00:00","-8.4","Fog"
"2012-01-23 01:00","2012","01","23","01:00","-8.5","Fog"
"2012-01-23 02:00","2012","01","23","02:00","-8.6","Fog"
"2012-01-23 03:00","2012","01","23","03:00","-9.0","Fog"
"2012-01-23 04:00","2012","01","23","04:00","-9.6","Fog"
"2012-01-23 05:00","2012","01","23","05:00","-9.9","Fog"
"2012-01-23 06:00","2012","01","23","06:00","-10.2","Cloudy"
"2012-01-23 07:00","2012","01","23","07:00","-10.5","Cloudy"
"2012-01-23 08:00","2012","01","23","08:00","-10.9","Cloudy"
"2012-01-23 09:00","2012","01","23","09:00","-10.9","Cloudy"
"2012-01-23 10:00","2012","01","23","10:00","-11.1","Cloudy"
"2012-01-23 11:00","2012","01","23","11:00","-11.2","Snow"
"2012-01-23 12:00","2012","01","23","12:00","-11.0","Snow"
"2012-01-23 13:00","2012","01","23","13:00","-11.2","Snow"
"2012-01-23 14:00","2012","01","23","14:00","-11.2","Cloudy"
"2012-01-23 15:00","2012","01","23","15:00","-11.1","Cloudy"
"2012-01-23 16:00","2012","01","23","16:00","-12.5","Mostly Cloudy"
"2012-01-23 17:00","2012","01","23","17:00","-14.2","Mainly Clear"
"2012-01-23 18:00","2012","01","23","18:00","-15.9","Mainly Clear"
"2012-01-23 19:00","2012","01","23","19:00","-17.4","Mainly Clear"
"2012-01-23 20:00","2012","01","23","20:00","-18.2","Mainly Clear"
"2012-01-23 21:00","2012","01","23","21:00","-19.7","Clear"
"2012-01-23 22:00","2012","01","23","22:00","-19.7","Clear"
"2012-01-23 23:00","2012","01","23","23:00","-19.8","Mainly Clear"
"2012-01-24 00:00","2012","01","24","00:00","-20.2","Clear"
"2012-01-24 01:00","2012","01","24","01:00","-20.5","Mainly Clear"
"2012-01-24 02:00","2012","01","24","02:00","-20.5","Mostly Cloudy"
"2012-01-24 03:00","2012","01","24","03:00","-19.8","Mostly Cloudy"
"2012-01-24 04:00","2012","01","24","04:00","-19.4","Mostly Cloudy"
"2012-01-24 05:00","2012","01","24","05:00","-18.5","Mostly Cloudy"
"2012-01-24 06:00","2012","01","24","06:00","-18.3","Mainly Clear"
"2012-01-24 07:00","2012","01","24","07:00","-17.8","Mostly Cloudy"
"2012-01-24 08:00","2012","01","24","08:00","-16.6","Mostly Cloudy"
"2012-01-24 09:00","2012","01","24","09:00","-14.9","Mostly Cloudy"
"2012-01-24 10:00","2012","01","24","10:00","-12.5","Mostly Cloudy"
"2012-01-24 11:00","2012","01","24","11:00","-11.1","Cloudy"
"2012-01-24 12:00","2012","01","24","12:00","-10.0","Mostly Cloudy"
"2012-01-24 13:00","2012","01","24","13:00","-9.0","Mostly Cloudy"
"2012-01-24 14:00","2012","01","24","14:00","-8.0","Mainly Clear"
"2012-01-24 15:00","2012","01","24","15:00","-7.3","Mainly Clear"
"2012-01-24 16:00","2012","01","24","16:00","-6.8","Mainly Clear"
"2012-01-24 17:00","2012","01","24","17:00","-7.6","Mainly Clear"
"2012-01-24 18:00","2012","01","24","18:00","-9.0","Clear"
"2012-01-24 19:00","2012","01","24","19:00","-9.4","Mainly Clear"
"2012-01-24 20:00","2012","01","24","20:00","-9.2","Mainly Clear"
"2012-01-24 21:00","2012","01","24","21:00","-10.2","Mainly Clear"
"2012-01-24 22:00","2012","01","24","22:00","-10.0","Mainly Clear"
"2012-01-24 23:00","2012","01","24","23:00","-9.7","Clear"
"2012-01-25 00:00","2012","01","25","00:00","-9.0","Clear"
"2012-01-25 01:00","2012","01","25","01:00","-9.9","Clear"
"2012-01-25 02:00","2012","01","25","02:00","-10.3","Mainly Clear"
"2012-01-25 03:00","2012","01","25","03:00","-8.6","Mainly Clear"
"2012-01-25 04:00","2012","01","25","04:00","-8.3","Mainly Clear"
"2012-01-25 05:00","2012","01","25","05:00","-7.9","Mostly Cloudy"
"2012-01-25 06:00","2012","01","25","06:00","-8.8","Mainly Clear"
"2012-01-25 07:00","2012","01","25","07:00","-8.8","Mainly Clear"
"2012-01-25 08:00","2012","01","25","08:00","-8.7","Mainly Clear"
"2012-01-25 09:00","2012","01","25","09:00","-8.2","Mainly Clear"
"2012-01-25 10:00","2012","01","25","10:00","-6.0","Mostly Cloudy"
"2012-01-25 11:00","2012","01","25","11:00","-4.6","Mostly Cloudy"
"2012-01-25 12:00","2012","01","25","12:00","-3.0","Cloudy"
"2012-01-25 13:00","2012","01","25","13:00","-1.9","Cloudy"
"2012-01-25 14:00","2012","01","25","14:00","-1.2","Cloudy"
"2012-01-25 15:00","2012","01","25","15:00","-0.6","Cloudy"
"2012-01-25 16:00","2012","01","25","16:00","-1.1","Mostly Cloudy"
"2012-01-25 17:00","2012","01","25","17:00","-1.8","Mostly Cloudy"
"2012-01-25 18:00","2012","01","25","18:00","-2.1","Mostly Cloudy"
"2012-01-25 19:00","2012","01","25","19:00","-2.1","Mostly Cloudy"
"2012-01-25 20:00","2012","01","25","20:00","-2.4","Mostly Cloudy"
"2012-01-25 21:00","2012","01","25","21:00","-2.1","Mainly Clear"
"2012-01-25 22:00","2012","01","25","22:00","-2.0","Clear"
"2012-01-25 23:00","2012","01","25","23:00","-1.3","Clear"
"2012-01-26 00:00","2012","01","26","00:00","-1.6","Clear"
"2012-01-26 01:00","2012","01","26","01:00","-0.8","Clear"
"2012-01-26 02:00","2012","01","26","02:00","0.0","Mostly Cloudy"
"2012-01-26 03:00","2012","01","26","03:00","0.5","Cloudy"
"2012-01-26 04:00","2012","01","26","04:00","0.5","Cloudy"
"2012-01-26 05:00","2012","01","26","05:00","-0.1","Cloudy"
"2012-01-26 06:00","2012","01","26","06:00","-0.2","Cloudy"
"2012-01-26 07:00","2012","01","26","07:00","-0.6","Cloudy"
"2012-01-26 08:00","2012","01","26","08:00","-2.1","Mostly Cloudy"
"2012-01-26 09:00","2012","01","26","09:00","-2.4","Mostly Cloudy"
"2012-01-26 10:00","2012","01","26","10:00","-2.4","Cloudy"
"2012-01-26 11:00","2012","01","26","11:00","-0.8","Mostly Cloudy"
"2012-01-26 12:00","2012","01","26","12:00","0.1","Mainly Clear"
"2012-01-26 13:00","2012","01","26","13:00","0.4","Mainly Clear"
"2012-01-26 14:00","2012","01","26","14:00","0.8","Mainly Clear"
"2012-01-26 15:00","2012","01","26","15:00","1.1","Mainly Clear"
"2012-01-26 16:00","2012","01","26","16:00","0.3","Mainly Clear"
"2012-01-26 17:00","2012","01","26","17:00","-1.0","Clear"
"2012-01-26 18:00","2012","01","26","18:00","-2.1","Clear"
"2012-01-26 19:00","2012","01","26","19:00","-3.8","Clear"
"2012-01-26 20:00","2012","01","26","20:00","-3.8","Clear"
"2012-01-26 21:00","2012","01","26","21:00","-5.0","Mainly Clear"
"2012-01-26 22:00","2012","01","26","22:00","-7.0","Clear"
"2012-01-26 23:00","2012","01","26","23:00","-8.2","Mostly Cloudy"
"2012-01-27 00:00","2012","01","27","00:00","-8.5","Mainly Clear"
"2012-01-27 01:00","2012","01","27","01:00","-9.2","Mostly Cloudy"
"2012-01-27 02:00","2012","01","27","02:00","-7.5","Cloudy"
"2012-01-27 03:00","2012","01","27","03:00","-6.5","Cloudy"
"2012-01-27 04:00","2012","01","27","04:00","-6.5","Cloudy"
"2012-01-27 05:00","2012","01","27","05:00","-6.5","Cloudy"
"2012-01-27 06:00","2012","01","27","06:00","-7.1","Cloudy"
"2012-01-27 07:00","2012","01","27","07:00","-7.6","Cloudy"
"2012-01-27 08:00","2012","01","27","08:00","-7.8","Mostly Cloudy"
"2012-01-27 09:00","2012","01","27","09:00","-8.7","Mainly Clear"
"2012-01-27 10:00","2012","01","27","10:00","-6.1","Mainly Clear"
"2012-01-27 11:00","2012","01","27","11:00","-4.9","Mainly Clear"
"2012-01-27 12:00","2012","01","27","12:00","-3.8","Clear"
"2012-01-27 13:00","2012","01","27","13:00","-2.7","Clear"
"2012-01-27 14:00","2012","01","27","14:00","-2.3","Clear"
"2012-01-27 15:00","2012","01","27","15:00","-2.4","Clear"
"2012-01-27 16:00","2012","01","27","16:00","-2.8","Clear"
"2012-01-27 17:00","2012","01","27","17:00","-3.9","Mainly Clear"
"2012-01-27 18:00","2012","01","27","18:00","-3.9","Mostly Cloudy"
"2012-01-27 19:00","2012","01","27","19:00","-5.8","Mainly Clear"
"2012-01-27 20:00","2012","01","27","20:00","-6.4","Mostly Cloudy"
"2012-01-27 21:00","2012","01","27","21:00","-7.2","Mainly Clear"
"2012-01-27 22:00","2012","01","27","22:00","-7.3","Mainly Clear"
"2012-01-27 23:00","2012","01","27","23:00","-6.3","Mostly Cloudy"
"2012-01-28 00:00","2012","01","28","00:00","-5.8","Mostly Cloudy"
"2012-01-28 01:00","2012","01","28","01:00","-6.4","Mostly Cloudy"
"2012-01-28 02:00","2012","01","28","02:00","-5.9","Mostly Cloudy"
"2012-01-28 03:00","2012","01","28","03:00","-6.3","Cloudy"
"2012-01-28 04:00","2012","01","28","04:00","-5.8","Cloudy"
"2012-01-28 05:00","2012","01","28","05:00","-5.6","Mostly Cloudy"
"2012-01-28 06:00","2012","01","28","06:00","-5.9","Snow"
"2012-01-28 07:00","2012","01","28","07:00","-6.3","Snow"
"2012-01-28 08:00","2012","01","28","08:00","-6.8","Snow"
"2012-01-28 09:00","2012","01","28","09:00","-7.1","Snow"
"2012-01-28 10:00","2012","01","28","10:00","-8.3","Mainly Clear"
"2012-01-28 11:00","2012","01","28","11:00","-8.4","Mainly Clear"
"2012-01-28 12:00","2012","01","28","12:00","-8.5","Mainly Clear"
"2012-01-28 13:00","2012","01","28","13:00","-8.9","Mainly Clear"
"2012-01-28 14:00","2012","01","28","14:00","-9.1","Mainly Clear"
"2012-01-28 15:00","2012","01","28","15:00","-9.1","Mainly Clear"
"2012-01-28 16:00","2012","01","28","16:00","-9.6","Mainly Clear"
"2012-01-28 17:00","2012","01","28","17:00","-11.1","Mainly Clear"
"2012-01-28 18:00","2012","01","28","18:00","-14.1","Mainly Clear"
"2012-01-28 19:00","2012","01","28","19:00","-14.8","Clear"
"2012-01-28 20:00","2012","01","28","20:00","-14.8","Clear"
"2012-01-28 21:00","2012","01","28","21:00","-16.3","Clear"
"2012-01-28 22:00","2012","01","28","22:00","-16.7","Clear"
"2012-01-28 23:00","2012","01","28","23:00","-18.2","Mainly Clear"
"2012-01-29 00:00","2012","01","29","00:00","-18.8","Mostly Cloudy"
"2012-01-29 01:00","2012","01","29","01:00","-18.2","Mainly Clear"
"2012-01-29 02:00","2012","01","29","02:00","-19.9","Clear"
"2012-01-29 03:00","2012","01","29","03:00","-19.8","Mainly Clear"
"2012-01-29 04:00","2012","01","29","04:00","-21.2","Clear"
"2012-01-29 05:00","2012","01","29","05:00","-21.2","Clear"
"2012-01-29 06:00","2012","01","29","06:00","-20.7","Clear"
"2012-01-29 07:00","2012","01","29","07:00","-21.4","Clear"
"2012-01-29 08:00","2012","01","29","08:00","-20.8","Mainly Clear"
"2012-01-29 09:00","2012","01","29","09:00","",""
"2012-01-29 10:00","2012","01","29","10:00","-17.1","Mostly Cloudy"
"2012-01-29 11:00","2012","01","29","11:00","-14.6","Mostly Cloudy"
"2012-01-29 12:00","2012","01","29","12:00","-13.7","Mostly Cloudy"
"2012-01-29 13:00","2012","01","29","13:00","-12.2","Mostly Cloudy"
"2012-01-29 14:00","2012","01","29","14:00","-10.8","Mostly Cloudy"
"2012-01-29 15:00","2012","01","29","15:00","-11.2","Mostly Cloudy"
"2012-01-29 16:00","2012","01","29","16:00","-11.1","Mostly Cloudy"
"2012-01-29 17:00","2012","01","29","17:00","-11.0","Mostly Cloudy"
"2012-01-29 18:00","2012","01","29","18:00","-10.8","Mostly Cloudy"
"2012-01-29 19:00","2012","01","29","19:00","-10.7","Mostly Cloudy"
"2012-01-29 20:00","2012","01","29","20:00","-10.9","Mostly Cloudy"
"2012-01-29 21:00","2012","01","29","21:00","-11.0","Mostly Cloudy"
"2012-01-29 22:00","2012","01","29","22:00","-11.4","Snow"
"2012-01-29 23:00","2012","01","29","23:00","-11.1","Snow"
"2012-01-30 00:00","2012","01","30","00:00","-10.7","Snow"
"2012-01-30 01:00","2012","01","30","01:00","-9.9","Snow"
"2012-01-30 02:00","2012","01","30","02:00","-9.4","Cloudy"
"2012-01-30 03:00","2012","01","30","03:00","-9.0","Cloudy"
"2012-01-30 04:00","2012","01","30","04:00","-8.7","Cloudy"
"2012-01-30 05:00","2012","01","30","05:00","-8.9","Cloudy"
"2012-01-30 06:00","2012","01","30","06:00","-8.7","Cloudy"
"2012-01-30 07:00","2012","01","30","07:00","-8.2","Cloudy"
"2012-01-30 08:00","2012","01","30","08:00","-8.1","Cloudy"
"2012-01-30 09:00","2012","01","30","09:00","-7.9","Cloudy"
"2012-01-30 10:00","2012","01","30","10:00","-7.5","Cloudy"
"2012-01-30 11:00","2012","01","30","11:00","",""
"2012-01-30 12:00","2012","01","30","12:00","-5.7","Cloudy"
"2012-01-30 13:00","2012","01","30","13:00","-5.1","Cloudy"
"2012-01-30 14:00","2012","01","30","14:00","-4.7","Cloudy"
"2012-01-30 15:00","2012","01","30","15:00","-4.3","Snow"
"2012-01-30 16:00","2012","01","30","16:00","-4.2","Snow"
"2012-01-30 17:00","2012","01","30","17:00","-4.2","Snow"
"2012-01-30 18:00","2012","01","30","18:00","-4.3","Snow"
"2012-01-30 19:00","2012","01","30","19:00","-4.2","Snow"
"2012-01-30 20:00","2012","01","30","20:00","-4.1","Snow"
"2012-01-30 21:00","2012","01","30","21:00","-4.2","Snow"
"2012-01-30 22:00","2012","01","30","22:00","-4.0","Snow"
"2012-01-30 23:00","2012","01","30","23:00","-4.3","Snow"
"2012-01-31 00:00","2012","01","31","00:00","-5.2","Snow"
"2012-01-31 01:00","2012","01","31","01:00","-5.0","Snow"
"2012-01-31 02:00","2012","01","31","02:00","-5.3","Snow"
"2012-01-31 03:00","2012","01","31","03:00","-5.7","Snow"
"2012-01-31 04:00","2012","01","31","04:00","-6.2","Snow"
"2012-01-31 05:00","2012","01","31","05:00","-6.3","Cloudy"
"2012-01-31 06:00","2012","01","31","06:00","-6.1","Cloudy"
"2012-01-31 07:00","2012","01","31","07:00","-6.0","Snow"
"2012-01-31 08:00","2012","01","31","08:00","-5.9","Snow"
"2012-01-31 09:00","2012","01","31","09:00","-7.1","Snow"
"2012-01-31 10:00","2012","01","31","10:00","-7.4","Mostly Cloudy"
"2012-01-31 11:00","2012","01","31","11:00","-7.1","Mostly Cloudy"
"2012-01-31 12:00","2012","01","31","12:00","-6.3","Mostly Cloudy"
"2012-01-31 13:00","2012","01","31","13:00","-4.6","Mostly Cloudy"
"2012-01-31 14:00","2012","01","31","14:00","-4.9","Mostly Cloudy"
"2012-01-31 15:00","2012","01","31","15:00","-3.7","Mostly Cloudy"
"2012-01-31 16:00","2012","01","31","16:00","-3.4","Cloudy"
"2012-01-31 17:00","2012","01","31","17:00","-3.0","Cloudy"
"2012-01-31 18:00","2012","01","31","18:00","-2.8","Cloudy"
"2012-01-31 19:00","2012","01","31","19:00","-2.9","Cloudy"
"2012-01-31 20:00","2012","01","31","20:00","-4.1","Mainly Clear"
"2012-01-31 21:00","2012","01","31","21:00","-4.6","Mostly Cloudy"
"2012-01-31 22:00","2012","01","31","22:00","-7.6","Fog"
"2012-01-31 23:00","2012","01","31","23:00","-7.7","Freezing Fog"
