Year,Month,Day,Time,Temp,Weather
2012,10,1,00:00,9.8,Mostly Cloudy
2012,10,1,01:00,12.4,Mostly Cloudy
2012,10,1,02:00,10.8,Mainly Clear
2012,10,1,03:00,9.4,Clear
2012,10,1,04:00,6.8,Mainly Clear
2012,10,1,05:00,6.7,Mainly Clear
2012,10,1,06:00,4.2,Mainly Clear
2012,10,1,07:00,4,Mainly Clear
2012,10,1,08:00,7.6,Clear
2012,10,1,09:00,12.1,Clear
2012,10,1,10:00,14.9,Clear
2012,10,1,11:00,16.8,Clear
2012,10,1,12:00,18.2,Clear
2012,10,1,13:00,19.1,Mainly Clear
2012,10,1,14:00,19.7,Mainly Clear
2012,10,1,15:00,20.2,Mainly Clear
2012,10,1,16:00,19.8,Mainly Clear
2012,10,1,17:00,19.2,Mainly Clear
2012,10,1,18:00,16,Mainly Clear
2012,10,1,19:00,12,Mainly Clear
2012,10,1,20:00,12.4,Mainly Clear
2012,10,1,21:00,12.7,Mostly Cloudy
2012,10,1,22:00,12.1,Mostly Cloudy
2012,10,1,23:00,10.3,Mostly Cloudy
2012,10,2,00:00,10.7,Mostly Cloudy
2012,10,2,01:00,9.9,Mostly Cloudy
2012,10,2,02:00,10.7,Cloudy
2012,10,2,03:00,9.2,Mostly Cloudy
2012,10,2,04:00,8.9,Mostly Cloudy
2012,10,2,05:00,9.3,Mainly Clear
2012,10,2,06:00,9.7,Mainly Clear
2012,10,2,07:00,10.7,Mainly Clear
2012,10,2,08:00,12.2,Mainly Clear
2012,10,2,09:00,14.6,Mainly Clear
2012,10,2,10:00,18.1,Mainly Clear
2012,10,2,11:00,19.2,Smoke
2012,10,2,12:00,20.7,Smoke
2012,10,2,13:00,21.9,Mainly Clear
2012,10,2,14:00,21.5,Mainly Clear
2012,10,2,15:00,22,Mainly Clear
2012,10,2,16:00,21.7,Mainly Clear
2012,10,2,17:00,20.8,Clear
2012,10,2,18:00,18.4,Clear
2012,10,2,19:00,15.9,Clear
2012,10,2,20:00,13.6,Clear
2012,10,2,21:00,12.7,Clear
2012,10,2,22:00,9.6,Mainly Clear
2012,10,2,23:00,7.4,Mainly Clear
2012,10,3,00:00,8.4,Clear
2012,10,3,01:00,6.7,Clear
2012,10,3,02:00,3.7,Clear
2012,10,3,03:00,5.1,Clear
2012,10,3,04:00,3.6,Clear
2012,10,3,05:00,3.8,Mainly Clear
2012,10,3,06:00,3.2,Mainly Clear
2012,10,3,07:00,4.3,Mostly Cloudy
2012,10,3,08:00,7.5,Mostly Cloudy
2012,10,3,09:00,9.7,Cloudy
2012,10,3,10:00,9.5,Cloudy
2012,10,3,11:00,9.3,Cloudy
2012,10,3,12:00,9.6,Cloudy
2012,10,3,13:00,9.4,Cloudy
2012,10,3,14:00,9,Cloudy
2012,10,3,15:00,8.3,Cloudy
2012,10,3,16:00,7.7,Cloudy
2012,10,3,17:00,7.2,Cloudy
2012,10,3,18:00,6.9,Cloudy
2012,10,3,19:00,6.8,Cloudy
2012,10,3,20:00,6.4,Drizzle
2012,10,3,21:00,5.8,Drizzle
2012,10,3,22:00,4.7,Rain
2012,10,3,23:00,4.3,Rain
2012,10,4,00:00,4,Rain
2012,10,4,01:00,3.1,"Rain,Fog"
2012,10,4,02:00,2.7,"Rain,Fog"
2012,10,4,03:00,2.4,Rain
2012,10,4,04:00,2.2,Rain
2012,10,4,05:00,2.2,Rain
2012,10,4,06:00,2.2,Rain
2012,10,4,07:00,1.9,Rain
2012,10,4,08:00,1.1,"Snow,Fog"
2012,10,4,09:00,1.1,"Snow,Fog"
2012,10,4,10:00,0.8,"Snow,Fog"
2012,10,4,11:00,0.6,"Snow,Fog"
2012,10,4,12:00,0.6,"Snow,Fog"
2012,10,4,13:00,0.8,"Snow,Fog"
2012,10,4,14:00,1.1,"Snow,Fog"
2012,10,4,15:00,1.1,"Snow,Fog"
2012,10,4,16:00,1.5,"Rain,Snow,Fog"
2012,10,4,17:00,1.5,"Rain,Snow,Fog"
2012,10,4,18:00,2,Rain
2012,10,4,19:00,1.5,Rain
2012,10,4,20:00,1.3,"Drizzle,Snow,Fog"
2012,10,4,21:00,0.9,"Rain,Snow,Fog"
2012,10,4,22:00,0.9,"Rain,Snow,Fog"
2012,10,4,23:00,0.6,"Rain,Snow,Fog"
2012,10,5,00:00,0.3,"Rain,Snow,Fog"
2012,10,5,01:00,0.3,"Rain,Snow,Fog"
2012,10,5,02:00,0.8,"Rain,Snow,Fog"
2012,10,5,03:00,0.8,"Rain,Snow"
2012,10,5,04:00,0.6,"Rain,Snow"
2012,10,5,05:00,0.7,"Rain,Snow"
2012,10,5,06:00,0.5,Snow
2012,10,5,07:00,0.6,Snow
2012,10,5,08:00,0.5,Snow
2012,10,5,09:00,0.4,Snow
2012,10,5,10:00,0.9,Snow
2012,10,5,11:00,1.2,Snow
2012,10,5,12:00,1.9,"Rain,Snow"
2012,10,5,13:00,,
2012,10,5,14:00,2.4,"Rain,Snow"
2012,10,5,15:00,2.4,Cloudy
2012,10,5,16:00,2.3,Mostly Cloudy
2012,10,5,17:00,1.8,Mostly Cloudy
2012,10,5,18:00,1.6,Mostly Cloudy
2012,10,5,19:00,1.4,Mostly Cloudy
2012,10,5,20:00,0.9,Mostly Cloudy
2012,10,5,21:00,-0.2,Mostly Cloudy
2012,10,5,22:00,-0.9,Mostly Cloudy
2012,10,5,23:00,-0.6,Mostly Cloudy
2012,10,6,00:00,-1.4,Mostly Cloudy
2012,10,6,01:00,-3.4,Mainly Clear
2012,10,6,02:00,-3.4,Clear
2012,10,6,03:00,-4.4,Clear
2012,10,6,04:00,-3.8,Clear
2012,10,6,05:00,-4.3,Mainly Clear
2012,10,6,06:00,-3.6,Clear
2012,10,6,07:00,-3.9,Mainly Clear
2012,10,6,08:00,-2.4,Mainly Clear
2012,10,6,09:00,0.9,Mainly Clear
2012,10,6,10:00,3.5,Mainly Clear
2012,10,6,11:00,5.1,Mostly Cloudy
2012,10,6,12:00,6.1,Mostly Cloudy
2012,10,6,13:00,6.9,Mostly Cloudy
2012,10,6,14:00,6.6,Mostly Cloudy
2012,10,6,15:00,6.7,Mostly Cloudy
2012,10,6,16:00,6.5,Mostly Cloudy
2012,10,6,17:00,6,Mostly Cloudy
2012,10,6,18:00,3.7,Mostly Cloudy
2012,10,6,19:00,2.4,Mostly Cloudy
2012,10,6,20:00,2.6,Mostly Cloudy
2012,10,6,21:00,2.4,Mainly Clear
2012,10,6,22:00,1.7,Mainly Clear
2012,10,6,23:00,2.3,Mainly Clear
2012,10,7,00:00,2.5,Mostly Cloudy
2012,10,7,01:00,2.6,Mostly Cloudy
2012,10,7,02:00,2.2,Cloudy
2012,10,7,03:00,2,Cloudy
2012,10,7,04:00,1.5,Mostly Cloudy
2012,10,7,05:00,2,Mostly Cloudy
2012,10,7,06:00,0.9,Mostly Cloudy
2012,10,7,07:00,0.9,Mostly Cloudy
2012,10,7,08:00,2.3,Cloudy
2012,10,7,09:00,3.8,Cloudy
2012,10,7,10:00,6,Mostly Cloudy
2012,10,7,11:00,7,Cloudy
2012,10,7,12:00,8.3,Mostly Cloudy
2012,10,7,13:00,9.3,Mostly Cloudy
2012,10,7,14:00,10,Mostly Cloudy
2012,10,7,15:00,9.8,Cloudy
2012,10,7,16:00,10.4,Mostly Cloudy
2012,10,7,17:00,8.9,Mostly Cloudy
2012,10,7,18:00,7.2,Mostly Cloudy
2012,10,7,19:00,6.2,Mostly Cloudy
2012,10,7,20:00,4.9,Mostly Cloudy
2012,10,7,21:00,4.6,Mostly Cloudy
2012,10,7,22:00,2.8,Mostly Cloudy
2012,10,7,23:00,2.4,Mostly Cloudy
2012,10,8,00:00,2.5,Cloudy
2012,10,8,01:00,2.7,Mostly Cloudy
2012,10,8,02:00,2.2,Mostly Cloudy
