Year,Month,Day,Time,Temp,Weather
2013,1,1,00:00,-22.7,Clear
2013,1,1,01:00,-22.9,Clear
2013,1,1,02:00,-22.8,Clear
2013,1,1,03:00,-22.1,Clear
2013,1,1,04:00,-22.6,Mostly Cloudy
2013,1,1,05:00,-21.9,Mainly Clear
2013,1,1,06:00,-19.8,Cloudy
2013,1,1,07:00,-18.7,Cloudy
2013,1,1,08:00,-17.1,Cloudy
2013,1,1,09:00,-16.6,Cloudy
2013,1,1,10:00,-16.1,Mainly Clear
2013,1,1,11:00,-13.6,Mainly Clear
2013,1,1,12:00,-11.7,Mainly Clear
2013,1,1,13:00,-10.4,Mostly Cloudy
2013,1,1,14:00,-11.1,Mostly Cloudy
2013,1,1,15:00,-11.7,Cloudy
2013,1,1,16:00,-11.2,Mostly Cloudy
2013,1,1,17:00,-10.7,Cloudy
2013,1,1,18:00,-10.9,Cloudy
2013,1,1,19:00,-9.5,Snow
2013,1,1,20:00,-9.2,Snow
2013,1,1,21:00,-8.8,Snow
2013,1,1,22:00,-8.7,"Snow,Fog"
2013,1,1,23:00,-8.5,"Snow,Fog"
2013,1,2,00:00,,
2013,1,2,01:00,-8,Cloudy
2013,1,2,02:00,-8,Cloudy
2013,1,2,03:00,-7.6,Cloudy
2013,1,2,04:00,-7.6,"Snow,Fog"
2013,1,2,05:00,-8,"Snow Showers,Fog"
2013,1,2,06:00,-8.9,Snow Showers
2013,1,2,07:00,-10.1,Snow Showers
2013,1,2,08:00,-11,Snow Showers
2013,1,2,09:00,-11.3,Snow Showers
2013,1,2,10:00,-12.1,Snow Showers
2013,1,2,11:00,-11.9,Snow Showers
2013,1,2,12:00,-12.2,Mainly Clear
2013,1,2,13:00,-12.1,Mainly Clear
2013,1,2,14:00,-12.3,Mainly Clear
2013,1,2,15:00,-12.7,Mainly Clear
2013,1,2,16:00,-14.5,Mainly Clear
2013,1,2,17:00,-15.5,Clear
2013,1,2,18:00,-16.2,Clear
2013,1,2,19:00,-17.3,Clear
2013,1,2,20:00,-18.8,Clear
2013,1,2,21:00,-20.6,Clear
2013,1,2,22:00,-19.9,Mainly Clear
2013,1,2,23:00,-16.6,Mostly Cloudy
2013,1,3,00:00,-15.6,Cloudy
2013,1,3,01:00,-14.8,Snow
2013,1,3,02:00,-17,Mainly Clear
2013,1,3,03:00,-18.2,Mainly Clear
2013,1,3,04:00,-16.3,Mainly Clear
2013,1,3,05:00,-15.3,Mainly Clear
2013,1,3,06:00,-14.9,Mostly Cloudy
2013,1,3,07:00,-14.4,Mainly Clear
2013,1,3,08:00,-12.8,Mainly Clear
2013,1,3,09:00,-13,Mostly Cloudy
2013,1,3,10:00,-13.2,Mainly Clear
2013,1,3,11:00,-11.1,Mainly Clear
2013,1,3,12:00,-10,Mainly Clear
2013,1,3,13:00,-7.9,Mainly Clear
2013,1,3,14:00,-6.2,Mostly Cloudy
2013,1,3,15:00,-4.3,Mostly Cloudy
2013,1,3,16:00,-3.5,Mostly Cloudy
2013,1,3,17:00,-4.1,Mostly Cloudy
2013,1,3,18:00,-5.3,Mainly Clear
2013,1,3,19:00,-3.9,Mainly Clear
2013,1,3,20:00,-4.9,Clear
2013,1,3,21:00,,
2013,1,3,22:00,-5.4,Clear
2013,1,3,23:00,-5.6,Clear
2013,1,4,00:00,-5.6,Clear
2013,1,4,01:00,-6.9,Clear
2013,1,4,02:00,-7.6,Clear
2013,1,4,03:00,-8.1,Clear
2013,1,4,04:00,-7.6,Clear
2013,1,4,05:00,-8.8,Clear
2013,1,4,06:00,-9.6,Clear
2013,1,4,07:00,-10.4,Clear
2013,1,4,08:00,-13.2,Mainly Clear
2013,1,4,09:00,-12.3,Mostly Cloudy
2013,1,4,10:00,-11.4,Mostly Cloudy
2013,1,4,11:00,-10.8,Mostly Cloudy
2013,1,4,12:00,-9,Mostly Cloudy
2013,1,4,13:00,-6.5,Mostly Cloudy
2013,1,4,14:00,-7,Mostly Cloudy
2013,1,4,15:00,-7.8,Mostly Cloudy
2013,1,4,16:00,-6.1,Mostly Cloudy
2013,1,4,17:00,-8.7,Mainly Clear
2013,1,4,18:00,-9.5,Mostly Cloudy
2013,1,4,19:00,-10.1,Mostly Cloudy
2013,1,4,20:00,-10.6,Mostly Cloudy
2013,1,4,21:00,-12.5,Mainly Clear
2013,1,4,22:00,-14.4,Mainly Clear
2013,1,4,23:00,-15,Mainly Clear
2013,1,5,00:00,-16.1,Mainly Clear
2013,1,5,01:00,-16.2,Mainly Clear
2013,1,5,02:00,-15.2,Mainly Clear
2013,1,5,03:00,-16.2,Mainly Clear
2013,1,5,04:00,-14.9,Mostly Cloudy
2013,1,5,05:00,-16.1,Mainly Clear
